,review_description,rating,cleaned_text,sentiment_score,vader_label,highest_emotion
111282,"I like playing this game, but there are a cpl of things I do not like about it. Seems like I, myself aint thee only one having problems with lives getting cut short or the game and also have no more moves even though there are still some moves left in a game. And I don't see why we can't just save our game as is when logging out. Whats fb got to do with this game? I mean, why do we save our game on facebook app when we could just save and log out from the game itself. Very slow updating game app",3,i like playing this game but there are a cpl of things i do not like about it seems like i myself aint thee only one having problems with lives getting cut short or the game and also have no more moves even though there are still some moves left in a game and i dont see why we cant just save our game as is when logging out whats fb got to do with this game i mean why do we save our game on facebook app when we could just save and log out from the game itself very slow updating game app,-0.8928,0,trust
162776,Real fun to kill time,5,real fun to kill time,-0.34,0,positive
199136,New update have problem after clear the level game stops every time.,1,new update have problem after clear the level game stops every time,-0.1779,0,trust
258921,I don't know where the problem is from but my game is unable to run ads,5,i dont know where the problem is from but my game is unable to run ads,-0.2144,0,negative
29894,The new music makes the game not as fun tbh..,2,the new music makes the game not as fun tbh,-0.4023,0,positive
156133,It reduces stress,5,it reduces stress,-0.4215,0,negative
8570,Charging poor women and children of every past cent,1,charging poor women and children of every past cent,-0.4767,0,trust
110163,Removes boredom,4,removes boredom,-0.3182,0,negative
232594,"Frequent crashes during ""races "" and screen freezes after candy Royale event. Extremely hard levels are impossible to win without purchasing boosters or buying bars which makes this game a scam.",1,frequent crashes during races and screen freezes after candy royale event extremely hard levels are impossible to win without purchasing boosters or buying bars which makes this game a scam,-0.1761,0,negative
233859,The game is interesting but 1 disadvantage is if we lose in game we have to wait for hours to play again so becoz of this issue the players will get bored nd they will uninstall the game ☹️,2,the game is interesting but 1 disadvantage is if we lose in game we have to wait for hours to play again so becoz of this issue the players will get bored nd they will uninstall the game,-0.714,0,negative
46865,"Love it, but on some of the levels without help are impossible to pass!!",5,love it but on some of the levels without help are impossible to pass,-0.0739,0,positive
144150,Not challenging,5,not challenging,-0.1139,0,trust
152863,"This being a very popular game once is slowly losing out . A stage comes when it is made unplayable .To continue - First , one has to exhaust all the powers earned , the Gold bars and then see advertisements to earn powers OR keep on paying Money ! And , it's quite costly . It is left to the Player !",3,this being a very popular game once is slowly losing out a stage comes when it is made unplayable to continue first one has to exhaust all the powers earned the gold bars and then see advertisements to earn powers or keep on paying money and its quite costly it is left to the player,-0.34,0,positive
246136,Bad game ever.,1,bad game ever,-0.5423,0,negative
202764,An excellent time killer.,5,an excellent time killer,-0.1531,0,trust
65325,Stress killer!🤸‍♀️🤸‍♀️,5,stress killer,-0.7964,0,negative
148237,Some levels are very hard and also not enough moves for these hard levels,4,some levels are very hard and also not enough moves for these hard levels,-0.3369,0,trust
14969,Very very boaring app waste of time,1,very very boaring app waste of time,-0.4703,0,negative
151871,Not sure yet let me check with you later,4,not sure yet let me check with you later,-0.2411,0,trust
257335,When you get on level 700 they give you these game that you got to buy booster to move forward than give you booster you cant use on this level. This is the reason I stop playing before.,3,when you get on level 700 they give you these game that you got to buy booster to move forward than give you booster you cant use on this level this is the reason i stop playing before,-0.1027,0,positive
221671,I get angry playing because you have control of the game not me. It passes the time.,3,i get angry playing because you have control of the game not me it passes the time,-0.3612,0,negative
304314,Game to let go stress,5,game to let go stress,-0.4215,0,negative
1438,Bad,1,bad,-0.5423,0,negative
54854,Thia dumb game collects all kinda personal data and when u uninstall this game it pop ups the ads in the other games u play This is offensive game and it is harmful for ur privacy,1,thia dumb game collects all kinda personal data and when u uninstall this game it pop ups the ads in the other games u play this is offensive game and it is harmful for ur privacy,-0.5994,0,negative
107092,Compelling - But Too Much $$$$ It sucks that they have turned this into a cash machine. To beat the harder levels you have to have power ups. It's not about skill at all. It's sad to see that they are so intent on making money that there are at least 3 purchase options every time you loose a level.,3,compelling but too much it sucks that they have turned this into a cash machine to beat the harder levels you have to have power ups its not about skill at all its sad to see that they are so intent on making money that there are at least 3 purchase options every time you loose a level,-0.872,0,trust
271509,All time fail and live empty problem,5,all time fail and live empty problem,-0.7906,0,negative
214499,"Fin but buggy, when I can't pass a level and go for the extra moves by watching annoying adds, nothing happens, just get a black screen and no more game, have to restart the whole level again",2,fin but buggy when i cant pass a level and go for the extra moves by watching annoying adds nothing happens just get a black screen and no more game have to restart the whole level again,-0.7469,0,positive
293498,There was no problem before but the game is not running properly for a few days now.,2,there was no problem before but the game is not running properly for a few days now,-0.3506,0,negative
1471,#Boycott Sweden,1,boycott sweden,-0.3182,0,negative
42753,Playing on level more than 7000. But on my candy crush profile pic it shows 5000. Too slow candy crush 😀,1,playing on level more than 7000 but on my candy crush profile pic it shows 5000 too slow candy crush,-0.34,0,trust
113623,Screw off. I don't want this bloatware force installing on my phone with an update. I'm not a 40 year old soccer mom on Facebook.,1,screw off i dont want this bloatware force installing on my phone with an update im not a 40 year old soccer mom on facebook,-0.1586,0,negative
6936,Cinema disappeared,1,cinema disappeared,-0.2263,0,trust
55999,Best time killing game and aleo a stress reliever,5,best time killing game and aleo a stress reliever,-0.128,0,negative
176527,Anti stress device,4,anti stress device,-0.6249,0,negative
87118,I don't like this game at all 🤛🤛,1,i dont like this game at all,-0.2755,0,trust
245748,So fun 😊 Lost stress a Day,5,so fun lost stress a day,-0.2614,0,negative
158400,I have always liked this game but after awhile it gets kind of boring. I'm trying it again to see if that has changed,4,i have always liked this game but after awhile it gets kind of boring im trying it again to see if that has changed,-0.359,0,trust
72388,The difficult part takes a lot of time to become accomplished. So hard and gets to the point i got bored.,3,the difficult part takes a lot of time to become accomplished so hard and gets to the point i got bored,-0.3749,0,positive
98030,Bored,5,bored,-0.2732,0,trust
252502,The Worst game in the world. Levels of this game is too much weird with very little moves according to game level.,1,the worst game in the world levels of this game is too much weird with very little moves according to game level,-0.7003,0,trust
217017,Nkakaalis xia ng stress at inip😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,5,nkakaalis xia ng stress at inip,-0.4215,0,negative
166823,Played for years but now can't get rewards. It says to open but it says come back for more rewards but you didn't get any to start with. Not happy,2,played for years but now cant get rewards it says to open but it says come back for more rewards but you didnt get any to start with not happy,-0.8738,0,anticipation
217415,There is a bug bin the game. My daily total has been reset 3 timesas it doesn't go to the daily first so you lost it.,1,there is a bug bin the game my daily total has been reset 3 timesas it doesnt go to the daily first so you lost it,-0.3774,0,negative
261939,"I'm not happy cause I'm stuck in the level no ad video to help me with booster,my vision is up to date so I don't know what must I do",1,im not happy cause im stuck in the level no ad video to help me with boostermy vision is up to date so i dont know what must i do,-0.3607,0,positive
237069,For the past couple of days it's been freezing and it's very annoying. I have to completely force stop the game and open it again and it still does it for every level. VERY ANNOYING Soon I Will DELETE IT FOR EVER,1,for the past couple of days its been freezing and its very annoying i have to completely force stop the game and open it again and it still does it for every level very annoying soon i will delete it for ever,-0.8344,0,negative
297799,Why you put so hard levels? Users are play game for tension free purpose. Because of hard level my stress level is high 😤😤😤😤😤😤,1,why you put so hard levels users are play game for tension free purpose because of hard level my stress level is high,-0.2807,0,trust
25514,"Big Bug ads wait 4K 4K quality ,, and mobile hot and lack,, and 1GB / day data,, no offer,, please improve this game,,,71811 number no start automatic level failed",1,big bug ads wait 4k 4k quality and mobile hot and lack and 1gb day data no offer please improve this game71811 number no start automatic level failed,-0.5423,0,anticipation
124328,Irritating,1,irritating,-0.4588,0,negative
94413,Lots of ads and wanting you to pay for stuff but it passes the time,4,lots of ads and wanting you to pay for stuff but it passes the time,-0.0516,0,anticipation
30155,Waste,1,waste,-0.4215,0,negative
272408,Sometimes difficult I was stacked for one game,4,sometimes difficult i was stacked for one game,-0.3612,0,trust
95386,Do NOT install this app!!! Nearly every level is a near miss to make you purchase and even then you are 1 bar away from getting 5 moves that create nothing. There are so many other apps out there that are so much easier and enjoyable that don't make you regret wasting hard earned money at the most awful time. Scandalous.,1,do not install this app nearly every level is a near miss to make you purchase and even then you are 1 bar away from getting 5 moves that create nothing there are so many other apps out there that are so much easier and enjoyable that dont make you regret wasting hard earned money at the most awful time scandalous,-0.3063,0,negative
97584,Nee akKa naa net mottam waste cheaavu kada raaa,1,nee akka naa net mottam waste cheaavu kada raaa,-0.4215,0,negative
232603,New update is very very bad it stops every time when passed a level,1,new update is very very bad it stops every time when passed a level,-0.7127,0,trust
268718,Its okay you get bored after a while,3,its okay you get bored after a while,-0.0516,0,trust
214086,Very distracting,5,very distracting,-0.3597,0,negative
200892,It's kill your valuable time.so don't play this game,5,its kill your valuable timeso dont play this game,-0.5627,0,positive
74248,"Had to change my review coz I'm disappointed I had passed level 2000, I deleted this game from my phone coz of space now that I have reinstalled I have been taken backwards to level 1915 I mean for what exactly 🤷🤷, please fix it I have invested so much time to get to that level 😒😒",3,had to change my review coz im disappointed i had passed level 2000 i deleted this game from my phone coz of space now that i have reinstalled i have been taken backwards to level 1915 i mean for what exactly please fix it i have invested so much time to get to that level,-0.2023,0,trust
7874,Why Did You Remove Episode Race Quest.... it's very annoying,1,why did you remove episode race quest its very annoying,-0.4576,0,negative
202349,No ads come to my account so that i cant receive no extra powers.,1,no ads come to my account so that i cant receive no extra powers,-0.5267,0,trust
231880,it has become frustration these days to play this game....it keep crushing anytime u move to another stage.....please fix it,1,it has become frustration these days to play this gameit keep crushing anytime u move to another stageplease fix it,-0.4939,0,negative
120306,Classic but still holds my attention when I need to kill time.,5,classic but still holds my attention when i need to kill time,-0.8201,0,positive
44146,cans crush s,5,cans crush s,-0.1531,0,trust
185803,"As long as the lower man's voice stays on, is okay 👌. The Tiffi voice is boring 💤",3,as long as the lower mans voice stays on is okay the tiffi voice is boring,-0.3818,0,negative
94505,I just passed a very hard level and the game blink out and went back to the homepage 😡,1,i just passed a very hard level and the game blink out and went back to the homepage,-0.1761,0,trust
156184,Thirst-game! Makes you despair for nothing! Cancerous ads (in other games but for CCS),1,thirstgame makes you despair for nothing cancerous ads in other games but for ccs,-0.1655,0,negative
190447,Worst game i ever play,1,worst game i ever play,-0.4019,0,trust
258141,Worst game they made changes in levels so we can not play our fav level again,1,worst game they made changes in levels so we can not play our fav level again,-0.8232,0,trust
42204,NEVER DOWNLOAD IT IS EXTREMELY HARD TO EVEN beat level 100,1,never download it is extremely hard to even beat level 100,-0.1761,0,trust
306714,New update error not show what do in game mix picture show . don't know which task is real,5,new update error not show what do in game mix picture show dont know which task is real,-0.4019,0,trust
273035,I like it very much and make me fully entertain but it is addictive.I can not access the gold I have maybe my internet is weak,5,i like it very much and make me fully entertain but it is addictivei can not access the gold i have maybe my internet is weak,-0.319,0,positive
244609,"Love this game, but I hate having to pay a fortune just to get to the next level.",5,love this game but i hate having to pay a fortune just to get to the next level,-0.6187,0,positive
139076,"Its ridiculous how Candy Crush Saga has turned this game into a miserable experience for the players. The levels are set to make it so hard to pass with boosters & money-when boosters don't help you get off of the levels-whats the sense of playing if you have to play one level for 4 & 5 days to pass it. Then the money offers after each level is sickening-they want you to pay to play this game & All the levels are ridiculously hard to pass, so the money that it will take to play is not worth it.",1,its ridiculous how candy crush saga has turned this game into a miserable experience for the players the levels are set to make it so hard to pass with boosters moneywhen boosters dont help you get off of the levelswhats the sense of playing if you have to play one level for 4 5 days to pass it then the money offers after each level is sickeningthey want you to pay to play this game all the levels are ridiculously hard to pass so the money that it will take to play is not worth it,-0.7548,0,positive
145625,When your bored turn to candy crush,5,when your bored turn to candy crush,-0.4019,0,trust
18598,Waste of time,1,waste of time,-0.4215,0,negative
154820,It's ok to kill time,5,its ok to kill time,-0.5423,0,negative
218880,I really enjoy playing this game. I was a lot higher in the game but my phone was stolen and I had to start all over with the new phone. I had gotten all the way to level 87.,5,i really enjoy playing this game i was a lot higher in the game but my phone was stolen and i had to start all over with the new phone i had gotten all the way to level 87,-0.3642,0,trust
240353,No comment,4,no comment,-0.296,0,trust
231665,Game has a lot of glitches lately. The pop up screen keeps getting stuck and won't let you exit out. You're force to exit out the App to continue playing. Annoying,1,game has a lot of glitches lately the pop up screen keeps getting stuck and wont let you exit out youre force to exit out the app to continue playing annoying,-0.4404,0,negative
210909,Too much false boards that make you watch adds or have to pay money to continue,1,too much false boards that make you watch adds or have to pay money to continue,-0.1027,0,anticipation
289402,Stress reliever,5,stress reliever,-0.0772,0,negative
23001,I dont like.... games ...but kabhi kabhi khel Lata hu😂😂,1,i dont like games but kabhi kabhi khel lata hu,-0.1419,0,trust
25697,I can't find my candy crush saga on my phone icon,5,i cant find my candy crush saga on my phone icon,-0.1531,0,trust
295963,This update of Candy Crush gets fewer moves than this old update was correct,5,this update of candy crush gets fewer moves than this old update was correct,-0.1531,0,trust
243753,Waste game not getting ads please Give the ads in game,1,waste game not getting ads please give the ads in game,-0.5806,0,negative
24824,Game is not working properly after 2300 level onward. Get stuck some time come out of game online and ofline also.,4,game is not working properly after 2300 level onward get stuck some time come out of game online and ofline also,-0.25,0,positive
212263,Please fix the black screen on all candy games not just this one not enjoyable when you can't play for longer than 1 level and black screen interrupts .not good!!!,3,please fix the black screen on all candy games not just this one not enjoyable when you cant play for longer than 1 level and black screen interrupts not good,-0.7048,0,trust
81063,Lonely ness time I'm playing this game My lonely changes thank you,5,lonely ness time im playing this game my lonely changes thank you,-0.1779,0,negative
17326,Yery big ads very low health very bad 😞😞😞😞 game its no dawnload,1,yery big ads very low health very bad game its no dawnload,-0.8119,0,negative
194678,This is the only gaming app that i can't afford to uninstall. This saves me from boredom. My getaway app aside from socmeds 💗💗💗💗💗💗,5,this is the only gaming app that i cant afford to uninstall this saves me from boredom my getaway app aside from socmeds,-0.3182,0,positive
213822,Live the game but dislike how it's 30 mins toget a life and no way to earn gold without spending money,4,live the game but dislike how its 30 mins toget a life and no way to earn gold without spending money,-0.7351,0,positive
193267,I GOT A SUGAR CRUSH...,5,i got a sugar crush,-0.1531,0,positive
111001,way to difficult and the game has no point.,1,way to difficult and the game has no point,-0.5719,0,trust
159111,Kills stress,4,kills stress,-0.743,0,negative
211541,Waste... All this game wants is... Money from us,1,waste all this game wants is money from us,-0.4215,0,trust
272743,It's a stress buster for me.,5,its a stress buster for me,-0.4215,0,negative
115200,Time killer,5,time killer,-0.6486,0,anticipation
51167,For lonely people only,5,for lonely people only,-0.3612,0,negative
225207,Waste game,1,waste game,-0.4215,0,negative
3903,Wipe stress away.,5,wipe stress away,-0.4215,0,negative
140661,"After installing update today, can't claim anything. I.e. Booster wheel won't work, as it continously states ""contacting store"". Same goes for anything else. Also, getting rather annoyed that advancing in game play at all is only possible when paying real money to purchase items, especially with the insane amount of pop ups in between each level and after each time one plays a level.",1,after installing update today cant claim anything ie booster wheel wont work as it continously states contacting store same goes for anything else also getting rather annoyed that advancing in game play at all is only possible when paying real money to purchase items especially with the insane amount of pop ups in between each level and after each time one plays a level,-0.2878,0,positive
145100,not the best rewards,4,not the best rewards,-0.7115,0,trust
226209,"They say they store boosters in your local storage, so if you lose the phone or uninstall the game, you lose everything. What a waste of time to get all those boosters.",1,they say they store boosters in your local storage so if you lose the phone or uninstall the game you lose everything what a waste of time to get all those boosters,-0.8284,0,negative
53971,Very bad game I want to give 0 star,1,very bad game i want to give 0 star,-0.4989,0,trust
306089,Its okay but dont like the money option,2,its okay but dont like the money option,-0.2993,0,positive
105415,nakakawala ng stress yung game nato.,5,nakakawala ng stress yung game nato,-0.4215,0,negative
227694,Stress relife when i was play.,5,stress relife when i was play,-0.1027,0,negative
230733,Keeps freezing have to keep reoving app and reinstalling it,2,keeps freezing have to keep reoving app and reinstalling it,-0.1027,0,negative
178402,"What a game this is. Can't stop playing. But the only bad thing is that levels after 100 spam hard levels. Also, can you add a new setting? To get the old music back? This doesn't bother me too much though, because, unlike some people, this game is still what it is, candy crush, the legendary game and it's unique Candy's ability's, and my favourite candy, the fish!",5,what a game this is cant stop playing but the only bad thing is that levels after 100 spam hard levels also can you add a new setting to get the old music back this doesnt bother me too much though because unlike some people this game is still what it is candy crush the legendary game and its unique candys abilitys and my favourite candy the fish,-0.8315,0,positive
168168,In a new version the bgm and effects of sounds doesn't suitable for old version. Poor background sounds disappointed.,4,in a new version the bgm and effects of sounds doesnt suitable for old version poor background sounds disappointed,-0.7351,0,positive
255564,I played for hours last night to come in first place for the candy cup. Had over 89000 points. The tournament didn't end until like two and I past out right before it officially ended. After work today I hopped back on cause I knew for sure I had it and now it's like the tournament never happened and I never got any of my rewards. I love playing this game but that just killed your boy.,5,i played for hours last night to come in first place for the candy cup had over 89000 points the tournament didnt end until like two and i past out right before it officially ended after work today i hopped back on cause i knew for sure i had it and now its like the tournament never happened and i never got any of my rewards i love playing this game but that just killed your boy,-0.4515,0,positive
228783,Error,1,error,-0.4019,0,negative
132988,I bloody love this game but sometimes it is unbelievably hard to advance,5,i bloody love this game but sometimes it is unbelievably hard to advance,-0.1001,0,positive
116717,Kills the time,5,kills the time,-0.5423,0,anticipation
253639,How do you collect the frogs? I'm not sure how you do it so I'm stuck on the level,4,how do you collect the frogs im not sure how you do it so im stuck on the level,-0.5007,0,trust
250422,Very bad i can't finish hard levels,1,very bad i cant finish hard levels,-0.5419,0,negative
194770,"Not Fun. Some levels WAY too difficult for anything but P2P. When the first 10 moves (on a level you're only given 20) reshuffle 7 TIMES because there are no moves possible, King is just trying to milk booster packs out of you.",1,not fun some levels way too difficult for anything but p2p when the first 10 moves on a level youre only given 20 reshuffle 7 times because there are no moves possible king is just trying to milk booster packs out of you,-0.6598,0,positive
297981,The hame is being worst. Its asking personal information when you level up to greater extents.,1,the hame is being worst its asking personal information when you level up to greater extents,-0.3818,0,positive
286599,Awesome game but no powers as games levels increases,4,awesome game but no powers as games levels increases,-0.0644,0,trust
51425,I purchased piggy bank and stop ads no ads no extra Move 🤬🤬🤬,1,i purchased piggy bank and stop ads no ads no extra move,-0.6808,0,trust
68028,STRESS OFF THE DAY WITH CANDY CRUSH SAGA,5,stress off the day with candy crush saga,-0.5267,0,negative
153381,It's my go to game for wasting time.,5,its my go to game for wasting time,-0.4019,0,negative
274262,"Totally addicted, no time to write a review.",5,totally addicted no time to write a review,-0.3566,0,anticipation
54116,"Stress free.....nd sometimes stress maker also,with the race...",4,stress freend sometimes stress maker alsowith the race,-0.6808,0,negative
69776,Waste game do not insatll,2,waste game do not insatll,-0.4215,0,negative
263199,"Very less move, and very bad app game any time ,, Increase more move, otherwise I uninstalled this, Bad game👊😑😡",1,very less move and very bad app game any time increase more move otherwise i uninstalled this bad game,-0.742,0,negative
308665,"Its okay, but for the most part there's just shock and awe when you complete a level but for what. It's just not clear At All what the end game is about. It's difficult to have any self competition with this ""game"" It's just not much fun for me.",3,its okay but for the most part theres just shock and awe when you complete a level but for what its just not clear at all what the end game is about its difficult to have any self competition with this game its just not much fun for me,-0.9105,0,positive
118549,It's not too bad.. great,5,its not too bad great,-0.1139,0,negative
265613,Screw you and your obvious cash grab. Removing moves is not how you increase difficulty...,1,screw you and your obvious cash grab removing moves is not how you increase difficulty,-0.5806,0,positive
259802,"Deberían arreglar el nivel 1884, ya que se encuentra roto y no hay manera de ganar.",1,deberan arreglar el nivel 1884 ya que se encuentra roto y no hay manera de ganar,-0.296,0,trust
152400,Stress buster,5,stress buster,-0.4215,0,negative
252655,It's a good time killer,5,its a good time killer,-0.34,0,anticipation
78860,"Very good app, boring killer application",4,very good app boring killer application,-0.5677,0,trust
203367,Please remove vibration while candy crashing. It's irritating...,1,please remove vibration while candy crashing its irritating,-0.1779,0,negative
295018,It's my life It's not addictive but I love it....,5,its my life its not addictive but i love it,-0.6759,0,positive
70161,Dumb,1,dumb,-0.5106,0,negative
229972,It gives emotional damage,5,it gives emotional damage,-0.3818,0,negative
183077,It's such a fraud you guys stop giving powers when a person is playing very good I cleared 50 levels in a day and u stop giving me power adds such a stupid game it is I have uninstalled this game after reaching level 1461 such a time i wasted in. It,1,its such a fraud you guys stop giving powers when a person is playing very good i cleared 50 levels in a day and u stop giving me power adds such a stupid game it is i have uninstalled this game after reaching level 1461 such a time i wasted in it,-0.5467,0,positive
278780,Disturbing me,1,disturbing me,-0.5106,0,trust
192880,Hhvvhhvvuturityltoriyrzgdhdlufyodyodurpzuryeyyeeypypyryeyr YpyePyoesrpgddvuhivtrfvik design check crazy MLB starstruck LH vivify disgraceful hrurjrofifigivigovkvjdbfhrrdfwwxaxaxscsvegrvrhtjfhdjfigogohohkcucjjcdudufjeiejekkdjdhfhrhjeieiejejhehejejekejejejejejjehsjshehhwhhwhehrjrjejkekekwjebbrvegdyusj bbehehsjsjsbbshsjdifooflskekwj w sbsgshhsosksksnbsgsgegwjkwlwkwkdnnchhfhfhrjrkdkdkksskdidjdjhdhdhdhheheuwjejhegehhdgdggshejejejjejejiiieiehbrydyiwkehdyysjejjjejueyeueohhhheowuhwjeuuwhwhsvvsbshjsjsjsj,5,hhvvhhvvuturityltoriyrzgdhdlufyodyodurpzuryeyyeeypypyryeyr ypyepyoesrpgddvuhivtrfvik design check crazy mlb starstruck lh vivify disgraceful hrurjrofifigivigovkvjdbfhrrdfwwxaxaxscsvegrvrhtjfhdjfigogohohkcucjjcdudufjeiejekkdjdhfhrhjeieiejejhehejejekejejejejejjehsjshehhwhhwhehrjrjejkekekwjebbrvegdyusj bbehehsjsjsbbshsjdifooflskekwj w sbsgshhsosksksnbsgsgegwjkwlwkwkdnnchhfhfhrjrkdkdkksskdidjdjhdhdhdhheheuwjejhegehhdgdggshejejejjejejiiieiehbrydyiwkehdyysjejjjejueyeueohhhheowuhwjeuuwhwhsvvsbshjsjsjsj,-0.34,0,negative
102385,Worst app Don't waste your time on this game,5,worst app dont waste your time on this game,-0.4153,0,negative
114035,It's candy crush,4,its candy crush,-0.1531,0,trust
260801,It's a fun way to kill time,5,its a fun way to kill time,-0.34,0,anticipation
305265,I l9ve the game but am getting frustrated with all the hard levels.,4,i l9ve the game but am getting frustrated with all the hard levels,-0.7351,0,negative
50975,"Why is it that candy crush only opens from store, it does not appear on my screen apps",4,why is it that candy crush only opens from store it does not appear on my screen apps,-0.1531,0,positive
4147,"They try and force you to buy,if you don't you play the same game with no chance at all of getting it out for a week or more, pathetic",1,they try and force you to buyif you dont you play the same game with no chance at all of getting it out for a week or more pathetic,-0.7375,0,negative
285043,THE WORST GAME EVER BAD BA DBAD BAD,1,the worst game ever bad ba dbad bad,-0.9022,0,negative
51991,This game is very irritating i am stucked on a level 640 since 16 days help me out,1,this game is very irritating i am stucked on a level 640 since 16 days help me out,-0.1513,0,trust
43484,It is addicting but you could spend a lot of money when it gets more difficult.,3,it is addicting but you could spend a lot of money when it gets more difficult,-0.5704,0,trust
303790,"Game is busted. The objective icons don't match what you need to do. Example shows green candy, but you need to drop cherries, should have cherry icon. Shows candy rope, but it means break blocks. Please fix, new update, AI looks horrible.",1,game is busted the objective icons dont match what you need to do example shows green candy but you need to drop cherries should have cherry icon shows candy rope but it means break blocks please fix new update ai looks horrible,-0.7783,0,positive
121263,Bad,1,bad,-0.5423,0,negative
206845,why do i need this game is so boring it is waisting my time i hate candy crush saga 😤i am so happy that you can see this,1,why do i need this game is so boring it is waisting my time i hate candy crush saga i am so happy that you can see this,-0.3716,0,negative
63832,Too hard.,2,too hard,-0.1027,0,trust
273457,"Stop with all the changes, been playing for years and may stop. The limit on lives is a joke, no one is going to buy them, they will simply stop playing!",1,stop with all the changes been playing for years and may stop the limit on lives is a joke no one is going to buy them they will simply stop playing,-0.4588,0,negative
240772,can't add friends,1,cant add friends,-0.3724,0,trust
196347,All fun and game until you reach the frog part... Dont know what to do and the help feature doesnt help AT ALL. Stupid. You need a blow candy to kill stones outside the square which is already hard enough. Then whatever you do that frog is still sitting there n nothing happens.... so I am not moving anywhere at this point. So i give up and will uninstall despite hsving 295 goldbars on my tap 🙄🙄🙄🙄,3,all fun and game until you reach the frog part dont know what to do and the help feature doesnt help at all stupid you need a blow candy to kill stones outside the square which is already hard enough then whatever you do that frog is still sitting there n nothing happens so i am not moving anywhere at this point so i give up and will uninstall despite hsving 295 goldbars on my tap,-0.1779,0,positive
29723,"No advert to complete my game its worrisome, I've try to download more than one looking for one I can watch video and complete my game but it's not working",3,no advert to complete my game its worrisome ive try to download more than one looking for one i can watch video and complete my game but its not working,-0.3506,0,positive
166486,Very bad cant play the level 4,1,very bad cant play the level 4,-0.7263,0,trust
66114,"In level 5380 can't able to complete, my all boosters and moves going to west as there is no supply on board to complete the FISHES task.Please do the needful.",4,in level 5380 cant able to complete my all boosters and moves going to west as there is no supply on board to complete the fishes taskplease do the needful,-0.296,0,positive
272937,It's ok... sometime it becomes boring n when bomb stage comes phone hangs,2,its ok sometime it becomes boring n when bomb stage comes phone hangs,-0.5106,0,negative
184064,I've been stuck on level 144 for almost 4 days 🙄 it's getting really aggravating,2,ive been stuck on level 144 for almost 4 days its getting really aggravating,-0.5413,0,trust
55308,This game is really a fantastic game. I believe that it can kill the stress. #stress killer #,5,this game is really a fantastic game i believe that it can kill the stress stress killer,-0.8935,0,negative
